CBSA Code,CBSA Title,Metropolitan/Micropolitan Statistical Area,Principal City Name,FIPS State Code,FIPS Place Code,geoid
39150,"Prescott Valley-Prescott, AZ",Metropolitan Statistical Area,Prescott,4,57380,457380
39150,"Prescott Valley-Prescott, AZ",Metropolitan Statistical Area,Prescott Valley,4,57450,457450
39220,"Price, UT",Micropolitan Statistical Area,Price,49,62030,4962030
39260,"Prineville, OR",Micropolitan Statistical Area,Prineville,41,59850,4159850
39300,"Providence-Warwick, RI-MA",Metropolitan Statistical Area,Providence,44,59000,4459000
39300,"Providence-Warwick, RI-MA",Metropolitan Statistical Area,Warwick,44,74300,4474300
39340,"Provo-Orem, UT",Metropolitan Statistical Area,Orem,49,57300,4957300
39340,"Provo-Orem, UT",Metropolitan Statistical Area,Provo,49,62470,4962470
39380,"Pueblo, CO",Metropolitan Statistical Area,Pueblo,8,62000,862000
39420,"Pullman, WA",Micropolitan Statistical Area,Pullman,53,56625,5356625
39460,"Punta Gorda, FL",Metropolitan Statistical Area,Punta Gorda,12,59200,1259200
39500,"Quincy, IL-MO",Micropolitan Statistical Area,Quincy,17,62367,1762367
39540,"Racine, WI",Metropolitan Statistical Area,Racine,55,66000,5566000
39580,"Raleigh-Cary, NC",Metropolitan Statistical Area,Cary,37,10740,3710740
39580,"Raleigh-Cary, NC",Metropolitan Statistical Area,Raleigh,37,55000,3755000
39660,"Rapid City, SD",Metropolitan Statistical Area,Rapid City,46,52980,4652980
39700,"Raymondville, TX",Micropolitan Statistical Area,Raymondville,48,60836,4860836
39740,"Reading, PA",Metropolitan Statistical Area,Reading,42,63624,4263624
39780,"Red Bluff, CA",Micropolitan Statistical Area,Red Bluff,6,59892,659892
39820,"Redding, CA",Metropolitan Statistical Area,Redding,6,59920,659920
39860,"Red Wing, MN",Micropolitan Statistical Area,Red Wing,27,53620,2753620
39900,"Reno, NV",Metropolitan Statistical Area,Reno,32,60600,3260600
39940,"Rexburg, ID",Micropolitan Statistical Area,Rexburg,16,67420,1667420
39980,"Richmond, IN",Micropolitan Statistical Area,Richmond,18,64260,1864260
40060,"Richmond, VA",Metropolitan Statistical Area,Richmond,51,67000,5167000
40080,"Richmond-Berea, KY",Micropolitan Statistical Area,Berea,21,5842,2105842
40080,"Richmond-Berea, KY",Micropolitan Statistical Area,Richmond,21,65226,2165226
40100,"Rio Grande City-Roma, TX",Micropolitan Statistical Area,Rio Grande City,48,62168,4862168
40100,"Rio Grande City-Roma, TX",Micropolitan Statistical Area,Roma,48,63020,4863020
40140,"Riverside-San Bernardino-Ontario, CA",Metropolitan Statistical Area,Chino,6,13210,613210
40140,"Riverside-San Bernardino-Ontario, CA",Metropolitan Statistical Area,Corona,6,16350,616350
40140,"Riverside-San Bernardino-Ontario, CA",Metropolitan Statistical Area,Ontario,6,53896,653896
40140,"Riverside-San Bernardino-Ontario, CA",Metropolitan Statistical Area,Palm Desert,6,55184,655184
40140,"Riverside-San Bernardino-Ontario, CA",Metropolitan Statistical Area,Redlands,6,59962,659962
40140,"Riverside-San Bernardino-Ontario, CA",Metropolitan Statistical Area,Riverside,6,62000,662000
40140,"Riverside-San Bernardino-Ontario, CA",Metropolitan Statistical Area,San Bernardino,6,65000,665000
40140,"Riverside-San Bernardino-Ontario, CA",Metropolitan Statistical Area,Temecula,6,78120,678120
40180,"Riverton, WY",Micropolitan Statistical Area,Riverton,56,66220,5666220
40220,"Roanoke, VA",Metropolitan Statistical Area,Roanoke,51,68000,5168000
40260,"Roanoke Rapids, NC",Micropolitan Statistical Area,Roanoke Rapids,37,56900,3756900
40300,"Rochelle, IL",Micropolitan Statistical Area,Rochelle,17,64746,1764746
40340,"Rochester, MN",Metropolitan Statistical Area,Rochester,27,54880,2754880
40380,"Rochester, NY",Metropolitan Statistical Area,Rochester,36,63000,3663000
40420,"Rockford, IL",Metropolitan Statistical Area,Rockford,17,65000,1765000
40460,"Rockingham, NC",Micropolitan Statistical Area,Rockingham,37,57260,3757260
40530,"Rockport, TX",Micropolitan Statistical Area,Rockport,48,62804,4862804
40540,"Rock Springs, WY",Micropolitan Statistical Area,Rock Springs,56,67235,5667235
40580,"Rocky Mount, NC",Metropolitan Statistical Area,Rocky Mount,37,57500,3757500
40620,"Rolla, MO",Micropolitan Statistical Area,Rolla,29,62912,2962912
40660,"Rome, GA",Metropolitan Statistical Area,Rome,13,66668,1366668
40700,"Roseburg, OR",Micropolitan Statistical Area,Roseburg,41,63650,4163650
40740,"Roswell, NM",Micropolitan Statistical Area,Roswell,35,64930,3564930
40760,"Ruidoso, NM",Micropolitan Statistical Area,Ruidoso,35,65210,3565210
40780,"Russellville, AR",Micropolitan Statistical Area,Russellville,5,61670,561670
40820,"Ruston, LA",Micropolitan Statistical Area,Ruston,22,66655,2266655
40860,"Rutland, VT",Micropolitan Statistical Area,Rutland,50,61225,5061225
40900,"Sacramento-Roseville-Folsom, CA",Metropolitan Statistical Area,Folsom,6,24638,624638
40900,"Sacramento-Roseville-Folsom, CA",Metropolitan Statistical Area,Rancho Cordova,6,59444,659444
40900,"Sacramento-Roseville-Folsom, CA",Metropolitan Statistical Area,Roseville,6,62938,662938
40900,"Sacramento-Roseville-Folsom, CA",Metropolitan Statistical Area,Sacramento,6,64000,664000
40900,"Sacramento-Roseville-Folsom, CA",Metropolitan Statistical Area,West Sacramento,6,84816,684816
40940,"Safford, AZ",Micropolitan Statistical Area,Safford,4,62000,462000
40980,"Saginaw, MI",Metropolitan Statistical Area,Saginaw,26,70520,2670520
41060,"St. Cloud, MN",Metropolitan Statistical Area,St. Cloud,27,56896,2756896
41100,"St. George, UT",Metropolitan Statistical Area,St. George,49,65330,4965330
41140,"St. Joseph, MO-KS",Metropolitan Statistical Area,St. Joseph,29,64550,2964550
41180,"St. Louis, MO-IL",Metropolitan Statistical Area,St. Charles,29,64082,2964082
41180,"St. Louis, MO-IL",Metropolitan Statistical Area,St. Louis,29,65000,2965000
41220,"St. Marys, GA",Micropolitan Statistical Area,St. Marys,13,67984,1367984
41260,"St. Marys, PA",Micropolitan Statistical Area,St. Marys,42,67344,4267344
41400,"Salem, OH",Micropolitan Statistical Area,Salem,39,69834,3969834
41420,"Salem, OR",Metropolitan Statistical Area,Salem,41,64900,4164900
41460,"Salina, KS",Micropolitan Statistical Area,Salina,20,62700,2062700
41500,"Salinas, CA",Metropolitan Statistical Area,Salinas,6,64224,664224
41540,"Salisbury, MD-DE",Metropolitan Statistical Area,Salisbury,24,69925,2469925
41620,"Salt Lake City, UT",Metropolitan Statistical Area,Salt Lake City,49,67000,4967000
41660,"San Angelo, TX",Metropolitan Statistical Area,San Angelo,48,64472,4864472
41700,"San Antonio-New Braunfels, TX",Metropolitan Statistical Area,New Braunfels,48,50820,4850820
41700,"San Antonio-New Braunfels, TX",Metropolitan Statistical Area,San Antonio,48,65000,4865000
41740,"San Diego-Chula Vista-Carlsbad, CA",Metropolitan Statistical Area,Carlsbad,6,11194,611194
41740,"San Diego-Chula Vista-Carlsbad, CA",Metropolitan Statistical Area,Chula Vista,6,13392,613392
41740,"San Diego-Chula Vista-Carlsbad, CA",Metropolitan Statistical Area,Poway,6,58520,658520
41740,"San Diego-Chula Vista-Carlsbad, CA",Metropolitan Statistical Area,San Diego,6,66000,666000
41760,"Sandpoint, ID",Micropolitan Statistical Area,Sandpoint,16,72100,1672100
41780,"Sandusky, OH",Micropolitan Statistical Area,Sandusky,39,70380,3970380
41820,"Sanford, NC",Micropolitan Statistical Area,Sanford,37,59280,3759280
41860,"San Francisco-Oakland-Berkeley, CA",Metropolitan Statistical Area,Berkeley,6,6000,606000
41860,"San Francisco-Oakland-Berkeley, CA",Metropolitan Statistical Area,Livermore,6,41992,641992
41860,"San Francisco-Oakland-Berkeley, CA",Metropolitan Statistical Area,Oakland,6,53000,653000
41860,"San Francisco-Oakland-Berkeley, CA",Metropolitan Statistical Area,Pleasanton,6,57792,657792
41860,"San Francisco-Oakland-Berkeley, CA",Metropolitan Statistical Area,Redwood City,6,60102,660102
41860,"San Francisco-Oakland-Berkeley, CA",Metropolitan Statistical Area,San Francisco,6,67000,667000
41860,"San Francisco-Oakland-Berkeley, CA",Metropolitan Statistical Area,San Mateo,6,68252,668252
41860,"San Francisco-Oakland-Berkeley, CA",Metropolitan Statistical Area,San Rafael,6,68364,668364
41860,"San Francisco-Oakland-Berkeley, CA",Metropolitan Statistical Area,San Ramon,6,68378,668378
41860,"San Francisco-Oakland-Berkeley, CA",Metropolitan Statistical Area,South San Francisco,6,73262,673262
41860,"San Francisco-Oakland-Berkeley, CA",Metropolitan Statistical Area,Walnut Creek,6,83346,683346
41900,"San Germn, PR",Metropolitan Statistical Area,San Germn,72,76167,7276167
41940,"San Jose-Sunnyvale-Santa Clara, CA",Metropolitan Statistical Area,Cupertino,6,17610,617610
41940,"San Jose-Sunnyvale-Santa Clara, CA",Metropolitan Statistical Area,Milpitas,6,47766,647766
41940,"San Jose-Sunnyvale-Santa Clara, CA",Metropolitan Statistical Area,Mountain View,6,49670,649670
41940,"San Jose-Sunnyvale-Santa Clara, CA",Metropolitan Statistical Area,Palo Alto,6,55282,655282
41940,"San Jose-Sunnyvale-Santa Clara, CA",Metropolitan Statistical Area,San Jose,6,68000,668000
41940,"San Jose-Sunnyvale-Santa Clara, CA",Metropolitan Statistical Area,Santa Clara,6,69084,669084
41940,"San Jose-Sunnyvale-Santa Clara, CA",Metropolitan Statistical Area,Sunnyvale,6,77000,677000
41980,"San Juan-Bayamn-Caguas, PR",Metropolitan Statistical Area,Bayamn,72,6593,7206593
41980,"San Juan-Bayamn-Caguas, PR",Metropolitan Statistical Area,Caguas,72,10334,7210334
41980,"San Juan-Bayamn-Caguas, PR",Metropolitan Statistical Area,Guaynabo,72,32522,7232522
41980,"San Juan-Bayamn-Caguas, PR",Metropolitan Statistical Area,San Juan,72,76770,7276770
42020,"San Luis Obispo-Paso Robles, CA",Metropolitan Statistical Area,El Paso de Robles (Paso Robles),6,22300,622300
42020,"San Luis Obispo-Paso Robles, CA",Metropolitan Statistical Area,San Luis Obispo,6,68154,668154
42100,"Santa Cruz-Watsonville, CA",Metropolitan Statistical Area,Santa Cruz,6,69112,669112
42100,"Santa Cruz-Watsonville, CA",Metropolitan Statistical Area,Watsonville,6,83668,683668
42140,"Santa Fe, NM",Metropolitan Statistical Area,Santa Fe,35,70500,3570500
42180,"Santa Isabel, PR",Micropolitan Statistical Area,Santa Isabel,72,78145,7278145
42200,"Santa Maria-Santa Barbara, CA",Metropolitan Statistical Area,Santa Barbara,6,69070,669070
42200,"Santa Maria-Santa Barbara, CA",Metropolitan Statistical Area,Santa Maria,6,69196,669196
42220,"Santa Rosa-Petaluma, CA",Metropolitan Statistical Area,Petaluma,6,56784,656784
42220,"Santa Rosa-Petaluma, CA",Metropolitan Statistical Area,Santa Rosa,6,70098,670098
42300,"Sault Ste. Marie, MI",Micropolitan Statistical Area,Sault Ste. Marie,26,71740,2671740
42340,"Savannah, GA",Metropolitan Statistical Area,Savannah,13,69000,1369000
42380,"Sayre, PA",Micropolitan Statistical Area,Sayre,42,68096,4268096
42420,"Scottsbluff, NE",Micropolitan Statistical Area,Scottsbluff,31,44245,3144245
42460,"Scottsboro, AL",Micropolitan Statistical Area,Scottsboro,1,68736,168736
42500,"Scottsburg, IN",Micropolitan Statistical Area,Scottsburg,18,68526,1868526
42540,"Scranton--Wilkes-Barre, PA",Metropolitan Statistical Area,Scranton,42,69000,4269000
42540,"Scranton--Wilkes-Barre, PA",Metropolitan Statistical Area,Wilkes-Barre,42,85152,4285152
42620,"Searcy, AR",Micropolitan Statistical Area,Searcy,5,63020,563020
42660,"Seattle-Tacoma-Bellevue, WA",Metropolitan Statistical Area,Auburn,53,3180,5303180
42660,"Seattle-Tacoma-Bellevue, WA",Metropolitan Statistical Area,Bellevue,53,5210,5305210
42660,"Seattle-Tacoma-Bellevue, WA",Metropolitan Statistical Area,Everett,53,22640,5322640
42660,"Seattle-Tacoma-Bellevue, WA",Metropolitan Statistical Area,Kent,53,35415,5335415
42660,"Seattle-Tacoma-Bellevue, WA",Metropolitan Statistical Area,Lakewood,53,38038,5338038
42660,"Seattle-Tacoma-Bellevue, WA",Metropolitan Statistical Area,Redmond,53,57535,5357535
42660,"Seattle-Tacoma-Bellevue, WA",Metropolitan Statistical Area,Renton,53,57745,5357745
42660,"Seattle-Tacoma-Bellevue, WA",Metropolitan Statistical Area,Seattle,53,63000,5363000
42660,"Seattle-Tacoma-Bellevue, WA",Metropolitan Statistical Area,Tacoma,53,70000,5370000
42680,"Sebastian-Vero Beach, FL",Metropolitan Statistical Area,Sebastian,12,64825,1264825
42680,"Sebastian-Vero Beach, FL",Metropolitan Statistical Area,Vero Beach,12,74150,1274150
42700,"Sebring-Avon Park, FL",Metropolitan Statistical Area,Avon Park,12,2750,1202750
42700,"Sebring-Avon Park, FL",Metropolitan Statistical Area,Sebring,12,64875,1264875
42740,"Sedalia, MO",Micropolitan Statistical Area,Sedalia,29,66440,2966440
42780,"Selinsgrove, PA",Micropolitan Statistical Area,Selinsgrove,42,69216,4269216
42820,"Selma, AL",Micropolitan Statistical Area,Selma,1,69120,169120
42860,"Seneca, SC",Micropolitan Statistical Area,Seneca,45,65095,4565095
42900,"Seneca Falls, NY",Micropolitan Statistical Area,Seneca Falls,36,66322,3666322
42940,"Sevierville, TN",Micropolitan Statistical Area,Sevierville,47,67120,4767120
42980,"Seymour, IN",Micropolitan Statistical Area,Seymour,18,68832,1868832
43020,"Shawano, WI",Micropolitan Statistical Area,Shawano,55,72925,5572925
43060,"Shawnee, OK",Micropolitan Statistical Area,Shawnee,40,66800,4066800
43100,"Sheboygan, WI",Metropolitan Statistical Area,Sheboygan,55,72975,5572975
43140,"Shelby, NC",Micropolitan Statistical Area,Shelby,37,61200,3761200
43180,"Shelbyville, TN",Micropolitan Statistical Area,Shelbyville,47,67760,4767760
43220,"Shelton, WA",Micropolitan Statistical Area,Shelton,53,63735,5363735
43260,"Sheridan, WY",Micropolitan Statistical Area,Sheridan,56,69845,5669845
43300,"Sherman-Denison, TX",Metropolitan Statistical Area,Denison,48,19900,4819900
43300,"Sherman-Denison, TX",Metropolitan Statistical Area,Sherman,48,67496,4867496
43320,"Show Low, AZ",Micropolitan Statistical Area,Show Low,4,66470,466470
43340,"Shreveport-Bossier City, LA",Metropolitan Statistical Area,Bossier City,22,8920,2208920
43340,"Shreveport-Bossier City, LA",Metropolitan Statistical Area,Shreveport,22,70000,2270000
43380,"Sidney, OH",Micropolitan Statistical Area,Sidney,39,72424,3972424
43420,"Sierra Vista-Douglas, AZ",Metropolitan Statistical Area,Douglas,4,20050,420050
43420,"Sierra Vista-Douglas, AZ",Metropolitan Statistical Area,Sierra Vista,4,66820,466820
43460,"Sikeston, MO",Micropolitan Statistical Area,Sikeston,29,67790,2967790
43500,"Silver City, NM",Micropolitan Statistical Area,Silver City,35,73260,3573260
43580,"Sioux City, IA-NE-SD",Metropolitan Statistical Area,Sioux City,19,73335,1973335
43620,"Sioux Falls, SD",Metropolitan Statistical Area,Sioux Falls,46,59020,4659020
43660,"Snyder, TX",Micropolitan Statistical Area,Snyder,48,68624,4868624
43700,"Somerset, KY",Micropolitan Statistical Area,Somerset,21,71688,2171688
43740,"Somerset, PA",Micropolitan Statistical Area,Somerset,42,71776,4271776
43760,"Sonora, CA",Micropolitan Statistical Area,Sonora,6,72674,672674
43780,"South Bend-Mishawaka, IN-MI",Metropolitan Statistical Area,Mishawaka,18,49932,1849932
43780,"South Bend-Mishawaka, IN-MI",Metropolitan Statistical Area,South Bend,18,71000,1871000
43900,"Spartanburg, SC",Metropolitan Statistical Area,Spartanburg,45,68290,4568290
43940,"Spearfish, SD",Micropolitan Statistical Area,Spearfish,46,60020,4660020
43980,"Spencer, IA",Micropolitan Statistical Area,Spencer,19,74280,1974280
44020,"Spirit Lake, IA",Micropolitan Statistical Area,Spirit Lake,19,74415,1974415
44060,"Spokane-Spokane Valley, WA",Metropolitan Statistical Area,Spokane,53,67000,5367000
44060,"Spokane-Spokane Valley, WA",Metropolitan Statistical Area,Spokane Valley,53,67167,5367167
44100,"Springfield, IL",Metropolitan Statistical Area,Springfield,17,72000,1772000
44140,"Springfield, MA",Metropolitan Statistical Area,Springfield,25,67000,2567000
44180,"Springfield, MO",Metropolitan Statistical Area,Springfield,29,70000,2970000
44220,"Springfield, OH",Metropolitan Statistical Area,Springfield,39,74118,3974118
44260,"Starkville, MS",Micropolitan Statistical Area,Starkville,28,70240,2870240
44300,"State College, PA",Metropolitan Statistical Area,State College,42,73808,4273808
44340,"Statesboro, GA",Micropolitan Statistical Area,Statesboro,13,73256,1373256
44420,"Staunton, VA",Metropolitan Statistical Area,Staunton,51,75216,5175216
44460,"Steamboat Springs, CO",Micropolitan Statistical Area,Steamboat Springs,8,73825,873825
44500,"Stephenville, TX",Micropolitan Statistical Area,Stephenville,48,70208,4870208
44540,"Sterling, CO",Micropolitan Statistical Area,Sterling,8,73935,873935
44580,"Sterling, IL",Micropolitan Statistical Area,Sterling,17,72546,1772546
44620,"Stevens Point, WI",Micropolitan Statistical Area,Stevens Point,55,77200,5577200
44660,"Stillwater, OK",Micropolitan Statistical Area,Stillwater,40,70300,4070300
44700,"Stockton, CA",Metropolitan Statistical Area,Stockton,6,75000,675000
44740,"Storm Lake, IA",Micropolitan Statistical Area,Storm Lake,19,75630,1975630
44780,"Sturgis, MI",Micropolitan Statistical Area,Sturgis,26,76960,2676960
44860,"Sulphur Springs, TX",Micropolitan Statistical Area,Sulphur Springs,48,70904,4870904
44900,"Summerville, GA",Micropolitan Statistical Area,Summerville,13,74376,1374376
44940,"Sumter, SC",Metropolitan Statistical Area,Sumter,45,70405,4570405
44980,"Sunbury, PA",Micropolitan Statistical Area,Sunbury,42,75304,4275304
45000,"Susanville, CA",Micropolitan Statistical Area,Susanville,6,77364,677364
45020,"Sweetwater, TX",Micropolitan Statistical Area,Sweetwater,48,71540,4871540
45060,"Syracuse, NY",Metropolitan Statistical Area,Syracuse,36,73000,3673000
45140,"Tahlequah, OK",Micropolitan Statistical Area,Tahlequah,40,72100,4072100
45180,"Talladega-Sylacauga, AL",Micropolitan Statistical Area,Sylacauga,1,74352,174352
45180,"Talladega-Sylacauga, AL",Micropolitan Statistical Area,Talladega,1,74592,174592
45220,"Tallahassee, FL",Metropolitan Statistical Area,Tallahassee,12,70600,1270600
45300,"Tampa-St. Petersburg-Clearwater, FL",Metropolitan Statistical Area,Clearwater,12,12875,1212875
45300,"Tampa-St. Petersburg-Clearwater, FL",Metropolitan Statistical Area,Largo,12,39425,1239425
45300,"Tampa-St. Petersburg-Clearwater, FL",Metropolitan Statistical Area,Pinellas Park,12,56975,1256975
45300,"Tampa-St. Petersburg-Clearwater, FL",Metropolitan Statistical Area,St. Petersburg,12,63000,1263000
45300,"Tampa-St. Petersburg-Clearwater, FL",Metropolitan Statistical Area,Tampa,12,71000,1271000
45340,"Taos, NM",Micropolitan Statistical Area,Taos,35,76200,3576200
45380,"Taylorville, IL",Micropolitan Statistical Area,Taylorville,17,74574,1774574
45460,"Terre Haute, IN",Metropolitan Statistical Area,Terre Haute,18,75428,1875428
45500,"Texarkana, TX-AR",Metropolitan Statistical Area,Texarkana,48,72368,4872368
45520,"The Dalles, OR",Micropolitan Statistical Area,The Dalles,41,72950,4172950
45540,"The Villages, FL",Metropolitan Statistical Area,The Villages,12,71625,1271625
45580,"Thomaston, GA",Micropolitan Statistical Area,Thomaston,13,76168,1376168
45620,"Thomasville, GA",Micropolitan Statistical Area,Thomasville,13,76224,1376224
45660,"Tiffin, OH",Micropolitan Statistical Area,Tiffin,39,76778,3976778
45700,"Tifton, GA",Micropolitan Statistical Area,Tifton,13,76476,1376476
45740,"Toccoa, GA",Micropolitan Statistical Area,Toccoa,13,76756,1376756
45780,"Toledo, OH",Metropolitan Statistical Area,Toledo,39,77000,3977000
45820,"Topeka, KS",Metropolitan Statistical Area,Topeka,20,71000,2071000
45860,"Torrington, CT",Micropolitan Statistical Area,Torrington,9,76500,976500
45900,"Traverse City, MI",Micropolitan Statistical Area,Traverse City,26,80340,2680340
45940,"Trenton-Princeton, NJ",Metropolitan Statistical Area,Princeton,34,60900,3460900
45940,"Trenton-Princeton, NJ",Metropolitan Statistical Area,Trenton,34,74000,3474000
45980,"Troy, AL",Micropolitan Statistical Area,Troy,1,76920,176920
46020,"Truckee-Grass Valley, CA",Micropolitan Statistical Area,Grass Valley,6,30798,630798
46020,"Truckee-Grass Valley, CA",Micropolitan Statistical Area,Truckee,6,80588,680588
46060,"Tucson, AZ",Metropolitan Statistical Area,Tucson,4,77000,477000
46100,"Tullahoma-Manchester, TN",Micropolitan Statistical Area,Manchester,47,45500,4745500
46100,"Tullahoma-Manchester, TN",Micropolitan Statistical Area,Tullahoma,47,75320,4775320
46140,"Tulsa, OK",Metropolitan Statistical Area,Tulsa,40,75000,4075000
46180,"Tupelo, MS",Micropolitan Statistical Area,Tupelo,28,74840,2874840
46220,"Tuscaloosa, AL",Metropolitan Statistical Area,Tuscaloosa,1,77256,177256
46300,"Twin Falls, ID",Metropolitan Statistical Area,Twin Falls,16,82810,1682810
46340,"Tyler, TX",Metropolitan Statistical Area,Tyler,48,74144,4874144
46380,"Ukiah, CA",Micropolitan Statistical Area,Ukiah,6,81134,681134
46420,"Union, SC",Micropolitan Statistical Area,Union,45,73105,4573105
46460,"Union City, TN",Micropolitan Statistical Area,Union City,47,75940,4775940
46500,"Urbana, OH",Micropolitan Statistical Area,Urbana,39,79072,3979072
46520,"Urban Honolulu, HI",Metropolitan Statistical Area,Urban Honolulu,15,71550,1571550
46540,"Utica-Rome, NY",Metropolitan Statistical Area,Rome,36,63418,3663418
46540,"Utica-Rome, NY",Metropolitan Statistical Area,Utica,36,76540,3676540
46620,"Uvalde, TX",Micropolitan Statistical Area,Uvalde,48,74588,4874588
46660,"Valdosta, GA",Metropolitan Statistical Area,Valdosta,13,78800,1378800
46700,"Vallejo, CA",Metropolitan Statistical Area,Vallejo,6,81666,681666
46780,"Van Wert, OH",Micropolitan Statistical Area,Van Wert,39,79562,3979562
46820,"Vermillion, SD",Micropolitan Statistical Area,Vermillion,46,66700,4666700
46860,"Vernal, UT",Micropolitan Statistical Area,Vernal,49,80090,4980090
46900,"Vernon, TX",Micropolitan Statistical Area,Vernon,48,75308,4875308
46980,"Vicksburg, MS",Micropolitan Statistical Area,Vicksburg,28,76720,2876720
47020,"Victoria, TX",Metropolitan Statistical Area,Victoria,48,75428,4875428
47080,"Vidalia, GA",Micropolitan Statistical Area,Vidalia,13,79388,1379388
47180,"Vincennes, IN",Micropolitan Statistical Area,Vincennes,18,79208,1879208
47220,"Vineland-Bridgeton, NJ",Metropolitan Statistical Area,Bridgeton,34,7600,3407600
47220,"Vineland-Bridgeton, NJ",Metropolitan Statistical Area,Vineland,34,76070,3476070
47240,"Vineyard Haven, MA",Micropolitan Statistical Area,Vineyard Haven,25,71970,2571970
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",Metropolitan Statistical Area,Hampton,51,35000,5135000
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",Metropolitan Statistical Area,Newport News,51,56000,5156000
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",Metropolitan Statistical Area,Norfolk,51,57000,5157000
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",Metropolitan Statistical Area,Portsmouth,51,64000,5164000
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",Metropolitan Statistical Area,Virginia Beach,51,82000,5182000
47300,"Visalia, CA",Metropolitan Statistical Area,Visalia,6,82954,682954
47340,"Wabash, IN",Micropolitan Statistical Area,Wabash,18,79370,1879370
47380,"Waco, TX",Metropolitan Statistical Area,Waco,48,76000,4876000
47420,"Wahpeton, ND-MN",Micropolitan Statistical Area,Wahpeton,38,82660,3882660
47460,"Walla Walla, WA",Metropolitan Statistical Area,Walla Walla,53,75775,5375775
47540,"Wapakoneta, OH",Micropolitan Statistical Area,Wapakoneta,39,80766,3980766
47580,"Warner Robins, GA",Metropolitan Statistical Area,Warner Robins,13,80508,1380508
47620,"Warren, PA",Micropolitan Statistical Area,Warren,42,81000,4281000
47660,"Warrensburg, MO",Micropolitan Statistical Area,Warrensburg,29,77092,2977092
47700,"Warsaw, IN",Micropolitan Statistical Area,Warsaw,18,80306,1880306
47780,"Washington, IN",Micropolitan Statistical Area,Washington,18,80504,1880504
47820,"Washington, NC",Micropolitan Statistical Area,Washington,37,71220,3771220
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,Washington,11,50000,1150000
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,Bethesda,24,7125,2407125
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,Frederick,24,30325,2430325
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,Gaithersburg,24,31175,2431175
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,Rockville,24,67675,2467675
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,Alexandria,51,1000,5101000
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,Arlington,51,3000,5103000
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,Reston,51,66672,5166672
47920,"Washington Court House, OH",Micropolitan Statistical Area,Washington Court House,39,81718,3981718
47940,"Waterloo-Cedar Falls, IA",Metropolitan Statistical Area,Cedar Falls,19,11755,1911755
47940,"Waterloo-Cedar Falls, IA",Metropolitan Statistical Area,Waterloo,19,82425,1982425
47980,"Watertown, SD",Micropolitan Statistical Area,Watertown,46,69300,4669300
48020,"Watertown-Fort Atkinson, WI",Micropolitan Statistical Area,Fort Atkinson,55,26675,5526675
48020,"Watertown-Fort Atkinson, WI",Micropolitan Statistical Area,Watertown,55,83975,5583975
48060,"Watertown-Fort Drum, NY",Metropolitan Statistical Area,Fort Drum,36,26759,3626759
48060,"Watertown-Fort Drum, NY",Metropolitan Statistical Area,Watertown,36,78608,3678608
48100,"Wauchula, FL",Micropolitan Statistical Area,Wauchula,12,75375,1275375
48140,"Wausau-Weston, WI",Metropolitan Statistical Area,Wausau,55,84475,5584475
48140,"Wausau-Weston, WI",Metropolitan Statistical Area,Weston,55,86025,5586025
48180,"Waycross, GA",Micropolitan Statistical Area,Waycross,13,80956,1380956
48220,"Weatherford, OK",Micropolitan Statistical Area,Weatherford,40,79450,4079450
48260,"Weirton-Steubenville, WV-OH",Metropolitan Statistical Area,Steubenville,39,74608,3974608
48260,"Weirton-Steubenville, WV-OH",Metropolitan Statistical Area,Weirton,54,85156,5485156
48300,"Wenatchee, WA",Metropolitan Statistical Area,Wenatchee,53,77105,5377105
48460,"West Plains, MO",Micropolitan Statistical Area,West Plains,29,78928,2978928
48500,"West Point, MS",Micropolitan Statistical Area,West Point,28,79120,2879120
48540,"Wheeling, WV-OH",Metropolitan Statistical Area,Wheeling,54,86452,5486452
48580,"Whitewater, WI",Micropolitan Statistical Area,Whitewater,55,86925,5586925
48620,"Wichita, KS",Metropolitan Statistical Area,Wichita,20,79000,2079000
48660,"Wichita Falls, TX",Metropolitan Statistical Area,Wichita Falls,48,79000,4879000
48700,"Williamsport, PA",Metropolitan Statistical Area,Williamsport,42,85312,4285312
48780,"Williston, ND",Micropolitan Statistical Area,Williston,38,86220,3886220
48820,"Willmar, MN",Micropolitan Statistical Area,Willmar,27,70420,2770420
48900,"Wilmington, NC",Metropolitan Statistical Area,Wilmington,37,74440,3774440
48940,"Wilmington, OH",Micropolitan Statistical Area,Wilmington,39,85792,3985792
